record_id,record_type,entity_id,metric_id,category_id,value,unit,currency,scale,as_of_date,period_start,period_end,period_type,frequency,source_type,source_name,page_table,provider,retrieved_date,book_of_record,return_method,gross_net,valuation_status,benchmark_id,method_id,quality_status,note,schema_version,entered_by,reviewed_by,review_status
REC-0345,policy_target,DEMOFUND,policy_max,CREDIT,0.17,%,USD,1,2026-06-30,,,,Ad Hoc,public_report,invest_policy_stmt.pdf,"Table 1-2, printed pp. 20-21",LACERA IPS,2026-08-04,n/a,n/a,n/a,final,,,ok,"Restated June 12, 2024; half-step effective 2024-07-01",1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0346,policy_target,DEMOFUND,policy_halfstep,CREDIT,0.12,%,USD,1,2026-06-30,,,,Ad Hoc,public_report,invest_policy_stmt.pdf,"Table 1-2, printed pp. 20-21",LACERA IPS,2026-08-04,n/a,n/a,n/a,final,,,ok,"Restated June 12, 2024; half-step effective 2024-07-01",1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0347,policy_target,DEMOFUND,policy_min,RAIH,0.11,%,USD,1,2026-06-30,,,,Ad Hoc,public_report,invest_policy_stmt.pdf,"Table 1-2, printed pp. 20-21",LACERA IPS,2026-08-04,n/a,n/a,n/a,final,,,ok,"Restated June 12, 2024; half-step effective 2024-07-01",1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0348,policy_target,DEMOFUND,policy_target,RAIH,0.15,%,USD,1,2026-06-30,,,,Ad Hoc,public_report,invest_policy_stmt.pdf,"Table 1-2, printed pp. 20-21",LACERA IPS,2026-08-04,n/a,n/a,n/a,final,,,ok,"Restated June 12, 2024; half-step effective 2024-07-01",1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0349,policy_target,DEMOFUND,policy_max,RAIH,0.19,%,USD,1,2026-06-30,,,,Ad Hoc,public_report,invest_policy_stmt.pdf,"Table 1-2, printed pp. 20-21",LACERA IPS,2026-08-04,n/a,n/a,n/a,final,,,ok,"Restated June 12, 2024; half-step effective 2024-07-01",1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0350,policy_target,DEMOFUND,policy_halfstep,RAIH,0.16,%,USD,1,2026-06-30,,,,Ad Hoc,public_report,invest_policy_stmt.pdf,"Table 1-2, printed pp. 20-21",LACERA IPS,2026-08-04,n/a,n/a,n/a,final,,,ok,"Restated June 12, 2024; half-step effective 2024-07-01",1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0351,policy_target,DEMOFUND,policy_min,RRM,0.16,%,USD,1,2026-06-30,,,,Ad Hoc,public_report,invest_policy_stmt.pdf,"Table 1-2, printed pp. 20-21",LACERA IPS,2026-08-04,n/a,n/a,n/a,final,,,ok,"Restated June 12, 2024; half-step effective 2024-07-01",1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0352,policy_target,DEMOFUND,policy_target,RRM,0.24,%,USD,1,2026-06-30,,,,Ad Hoc,public_report,invest_policy_stmt.pdf,"Table 1-2, printed pp. 20-21",LACERA IPS,2026-08-04,n/a,n/a,n/a,final,,,ok,"Restated June 12, 2024; half-step effective 2024-07-01",1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0353,policy_target,DEMOFUND,policy_max,RRM,0.32,%,USD,1,2026-06-30,,,,Ad Hoc,public_report,invest_policy_stmt.pdf,"Table 1-2, printed pp. 20-21",LACERA IPS,2026-08-04,n/a,n/a,n/a,final,,,ok,"Restated June 12, 2024; half-step effective 2024-07-01",1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0354,policy_target,DEMOFUND,policy_halfstep,RRM,0.215,%,USD,1,2026-06-30,,,,Ad Hoc,public_report,invest_policy_stmt.pdf,"Table 1-2, printed pp. 20-21",LACERA IPS,2026-08-04,n/a,n/a,n/a,final,,,ok,"Restated June 12, 2024; half-step effective 2024-07-01",1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0355,benchmark_definition,DEMOFUND,benchmark_lag_months,GROWTH,0,1,USD,1,2026-06-30,,,,Ad Hoc,public_report,invest_policy_stmt.pdf,"Table 1-2, printed pp. 20-21",LACERA IPS,2026-08-04,n/a,n/a,n/a,final,BM-GROWTH,,ok,Custom Blend (component lags 0-3 mo),1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0356,benchmark_definition,DEMOFUND,benchmark_lag_months,CREDIT,1,1,USD,1,2026-06-30,,,,Ad Hoc,public_report,invest_policy_stmt.pdf,"Table 1-2, printed pp. 20-21",LACERA IPS,2026-08-04,n/a,n/a,n/a,final,BM-CREDIT,,ok,70% CS Leveraged Loans / 30% Bloomberg US Corp HY + 100 bps (1-mo lag),1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0357,benchmark_definition,DEMOFUND,benchmark_lag_months,RAIH,0,1,USD,1,2026-06-30,,,,Ad Hoc,public_report,invest_policy_stmt.pdf,"Table 1-2, printed pp. 20-21",LACERA IPS,2026-08-04,n/a,n/a,n/a,final,BM-RAIH,,ok,Custom Blend (component lags 0-3 mo),1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0358,benchmark_definition,DEMOFUND,benchmark_lag_months,RRM,0,1,USD,1,2026-06-30,,,,Ad Hoc,public_report,invest_policy_stmt.pdf,"Table 1-2, printed pp. 20-21",LACERA IPS,2026-08-04,n/a,n/a,n/a,final,BM-RRM,,ok,Custom Blend (HF component 1-mo lag),1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0359,tolerance_definition,DEMOFUND,nav_total,,0.5,$mm,USD,mm,2026-06-30,,,,Ad Hoc,workbook,Recon_Policy,tolerance-as-data,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,"custodian vs internal book, total fund NAV ($mm absolute)",1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0360,tolerance_definition,DEMOFUND,emv_category,,0.3,$mm,USD,mm,2026-06-30,,,,Ad Hoc,workbook,Recon_Policy,tolerance-as-data,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,"custodian vs internal book, category EMV ($mm absolute)",1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0361,recon_value,DEMOFUND,nav_total,TOTAL,11241.1725,$mm,USD,mm,2026-06-30,,,,Ad Hoc,workbook,internal_book,reconciliation input,synthetic generator,2026-08-04,IBOR,n/a,n/a,final,,,ok,synthetic demo pair; custodian remains the book of record,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0362,recon_value,DEMOFUND,nav_total,TOTAL,11241.3825,$mm,USD,mm,2026-06-30,,,,Ad Hoc,workbook,custodian_feed,reconciliation input,synthetic generator,2026-08-04,ABOR,n/a,n/a,final,,,ok,synthetic demo pair; custodian remains the book of record,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0363,recon_value,DEMOFUND,emv_category,CREDIT,1521.1102,$mm,USD,mm,2026-06-30,,,,Ad Hoc,workbook,internal_book,reconciliation input,synthetic generator,2026-08-04,IBOR,n/a,n/a,final,,,ok,synthetic demo pair; custodian remains the book of record,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0364,recon_value,DEMOFUND,emv_category,CREDIT,1520.4602,$mm,USD,mm,2026-06-30,,,,Ad Hoc,workbook,custodian_feed,reconciliation input,synthetic generator,2026-08-04,ABOR,n/a,n/a,final,,,ok,synthetic demo pair; custodian remains the book of record,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0365,pm_commitment,DEMOFUND,commitment_total,PM-FUND-A,150,$mm,USD,mm,2026-06-30,,,,Quarterly,workbook,PM_Monitoring,capital account,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0366,pm_commitment,DEMOFUND,called_itd,PM-FUND-A,120,$mm,USD,mm,2026-06-30,,,,Quarterly,workbook,PM_Monitoring,capital account,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0367,pm_capital_account,DEMOFUND,distributed_itd,PM-FUND-A,95,$mm,USD,mm,2026-06-30,,,,Quarterly,workbook,PM_Monitoring,capital account,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0368,pm_capital_account,DEMOFUND,nav,PM-FUND-A,88,$mm,USD,mm,2026-06-30,,,,Quarterly,workbook,PM_Monitoring,capital account,synthetic generator,2026-08-04,n/a,n/a,n/a,lagged,,,ok,valuation as of 2026-03-31 (one-quarter lag),1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0369,pm_commitment,DEMOFUND,commitment_total,PM-FUND-B,100,$mm,USD,mm,2026-06-30,,,,Quarterly,workbook,PM_Monitoring,capital account,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0370,pm_commitment,DEMOFUND,called_itd,PM-FUND-B,62.5,$mm,USD,mm,2026-06-30,,,,Quarterly,workbook,PM_Monitoring,capital account,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0371,pm_capital_account,DEMOFUND,distributed_itd,PM-FUND-B,18,$mm,USD,mm,2026-06-30,,,,Quarterly,workbook,PM_Monitoring,capital account,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0372,pm_capital_account,DEMOFUND,nav,PM-FUND-B,71.3,$mm,USD,mm,2026-06-30,,,,Quarterly,workbook,PM_Monitoring,capital account,synthetic generator,2026-08-04,n/a,n/a,n/a,lagged,,,ok,valuation as of 2026-03-31 (one-quarter lag),1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0373,pm_commitment,DEMOFUND,commitment_total,PM-FUND-C,75,$mm,USD,mm,2026-06-30,,,,Quarterly,workbook,PM_Monitoring,capital account,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0374,pm_commitment,DEMOFUND,called_itd,PM-FUND-C,20,$mm,USD,mm,2026-06-30,,,,Quarterly,workbook,PM_Monitoring,capital account,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0375,pm_capital_account,DEMOFUND,distributed_itd,PM-FUND-C,0,$mm,USD,mm,2026-06-30,,,,Quarterly,workbook,PM_Monitoring,capital account,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0376,pm_capital_account,DEMOFUND,nav,PM-FUND-C,21.1,$mm,USD,mm,2026-06-30,,,,Quarterly,workbook,PM_Monitoring,capital account,synthetic generator,2026-08-04,n/a,n/a,n/a,lagged,,,ok,valuation as of 2026-03-31 (one-quarter lag),1.3.0,PA-ANALYST-1,PA-LEAD-1,published
